Date,Day of the Week,Location,Time Group,Vehicle Count,Weather Conditions,Road Type,Congestion Level
1/5/2024,Friday,Jatrabari,Afternoon (2:00 PM – 4:30 PM),444,Cloudy,Highway,Medium
1/5/2024,Friday,Jatrabari,Evening Rush (4:30 PM – 8:00 PM),479,Rainy,Arterial Road,Medium
1/5/2024,Friday,Jatrabari,Night (8:00 PM – 11:00 PM),172,Rainy,Residential Street,Medium
1/5/2024,Friday,Jatrabari,Late Night (11:00 PM – 5:00 AM),485,Sunny,Flyover,High
1/5/2024,Friday,Uttara Sector 7,Early Morning (5:00 AM – 7:30 AM),280,Cloudy,Arterial Road,Low
1/5/2024,Friday,Uttara Sector 7,Morning Rush (7:30 AM – 10:30 AM),157,Cloudy,Flyover,Low
1/5/2024,Friday,Uttara Sector 7,Midday (10:30 AM – 2:00 PM),225,Cloudy,Entry Point,Medium
1/5/2024,Friday,Uttara Sector 7,Afternoon (2:00 PM – 4:30 PM),253,Rainy,Commercial Street,Low
1/5/2024,Friday,Uttara Sector 7,Evening Rush (4:30 PM – 8:00 PM),470,Rainy,Entry Point,Medium
1/5/2024,Friday,Uttara Sector 7,Night (8:00 PM – 11:00 PM),260,Rainy,Arterial Road,Medium
1/5/2024,Friday,Uttara Sector 7,Late Night (11:00 PM – 5:00 AM),159,Rainy,Flyover,Low
1/5/2024,Friday,Motijheel,Early Morning (5:00 AM – 7:30 AM),426,Rainy,Commercial Street,Low
1/5/2024,Friday,Motijheel,Morning Rush (7:30 AM – 10:30 AM),370,Cloudy,Arterial Road,Medium
1/5/2024,Friday,Motijheel,Midday (10:30 AM – 2:00 PM),377,Cloudy,Entry Point,Medium
1/5/2024,Friday,Motijheel,Afternoon (2:00 PM – 4:30 PM),316,Sunny,Arterial Road,Medium
1/5/2024,Friday,Motijheel,Evening Rush (4:30 PM – 8:00 PM),161,Cloudy,Highway,Low
1/5/2024,Friday,Motijheel,Night (8:00 PM – 11:00 PM),241,Rainy,Residential Street,Medium
1/5/2024,Friday,Motijheel,Late Night (11:00 PM – 5:00 AM),397,Sunny,Flyover,Low
1/5/2024,Friday,Shahbagh,Early Morning (5:00 AM – 7:30 AM),314,Cloudy,Residential Street,High
1/5/2024,Friday,Shahbagh,Morning Rush (7:30 AM – 10:30 AM),333,Rainy,Commercial Street,High
1/5/2024,Friday,Shahbagh,Midday (10:30 AM – 2:00 PM),306,Cloudy,Arterial Road,Low
1/5/2024,Friday,Shahbagh,Afternoon (2:00 PM – 4:30 PM),399,Sunny,Commercial Street,Medium
1/5/2024,Friday,Shahbagh,Evening Rush (4:30 PM – 8:00 PM),320,Cloudy,Entry Point,Low
1/5/2024,Friday,Shahbagh,Night (8:00 PM – 11:00 PM),304,Cloudy,Highway,Medium
1/5/2024,Friday,Shahbagh,Late Night (11:00 PM – 5:00 AM),351,Sunny,Residential Street,Medium
1/5/2024,Friday,Mirpur-10,Early Morning (5:00 AM – 7:30 AM),406,Rainy,Commercial Street,High
1/5/2024,Friday,Mirpur-10,Morning Rush (7:30 AM – 10:30 AM),301,Cloudy,Highway,Medium
1/5/2024,Friday,Mirpur-10,Midday (10:30 AM – 2:00 PM),107,Cloudy,Flyover,Low
1/5/2024,Friday,Mirpur-10,Afternoon (2:00 PM – 4:30 PM),361,Sunny,Entry Point,Low
1/5/2024,Friday,Mirpur-10,Evening Rush (4:30 PM – 8:00 PM),459,Cloudy,Residential Street,Low
1/5/2024,Friday,Mirpur-10,Night (8:00 PM – 11:00 PM),380,Rainy,Entry Point,High
1/5/2024,Friday,Mirpur-10,Late Night (11:00 PM – 5:00 AM),296,Rainy,Commercial Street,High
1/5/2024,Friday,Gabtoli,Early Morning (5:00 AM – 7:30 AM),100,Rainy,Residential Street,Medium
1/5/2024,Friday,Gabtoli,Morning Rush (7:30 AM – 10:30 AM),118,Rainy,Commercial Street,Medium
1/5/2024,Friday,Gabtoli,Midday (10:30 AM – 2:00 PM),134,Cloudy,Highway,Medium
1/5/2024,Friday,Gabtoli,Afternoon (2:00 PM – 4:30 PM),498,Sunny,Arterial Road,Medium
1/5/2024,Friday,Gabtoli,Evening Rush (4:30 PM – 8:00 PM),400,Cloudy,Commercial Street,Low
1/5/2024,Friday,Gabtoli,Night (8:00 PM – 11:00 PM),310,Sunny,Flyover,Low
1/5/2024,Friday,Gabtoli,Late Night (11:00 PM – 5:00 AM),177,Sunny,Flyover,Medium
1/5/2024,Friday,Rampura,Early Morning (5:00 AM – 7:30 AM),366,Rainy,Highway,Medium
1/5/2024,Friday,Rampura,Morning Rush (7:30 AM – 10:30 AM),357,Cloudy,Commercial Street,Medium
1/5/2024,Friday,Rampura,Midday (10:30 AM – 2:00 PM),112,Sunny,Commercial Street,Low
1/5/2024,Friday,Rampura,Afternoon (2:00 PM – 4:30 PM),417,Rainy,Entry Point,High
1/5/2024,Friday,Rampura,Evening Rush (4:30 PM – 8:00 PM),388,Sunny,Highway,Low
1/5/2024,Friday,Rampura,Night (8:00 PM – 11:00 PM),496,Sunny,Commercial Street,Low
1/5/2024,Friday,Rampura,Late Night (11:00 PM – 5:00 AM),156,Sunny,Highway,Medium
1/5/2024,Friday,Tejgaon,Early Morning (5:00 AM – 7:30 AM),354,Sunny,Residential Street,High
1/5/2024,Friday,Tejgaon,Morning Rush (7:30 AM – 10:30 AM),239,Cloudy,Highway,Medium
1/5/2024,Friday,Tejgaon,Midday (10:30 AM – 2:00 PM),261,Cloudy,Arterial Road,Medium
1/5/2024,Friday,Tejgaon,Afternoon (2:00 PM – 4:30 PM),157,Cloudy,Flyover,High
1/5/2024,Friday,Tejgaon,Evening Rush (4:30 PM – 8:00 PM),313,Sunny,Arterial Road,High
1/5/2024,Friday,Tejgaon,Night (8:00 PM – 11:00 PM),465,Sunny,Residential Street,High
1/5/2024,Friday,Tejgaon,Late Night (11:00 PM – 5:00 AM),413,Sunny,Residential Street,Low
1/5/2024,Friday,New Market,Early Morning (5:00 AM – 7:30 AM),388,Rainy,Arterial Road,Medium
1/5/2024,Friday,New Market,Morning Rush (7:30 AM – 10:30 AM),135,Rainy,Highway,High
1/5/2024,Friday,New Market,Midday (10:30 AM – 2:00 PM),131,Cloudy,Flyover,Medium
1/5/2024,Friday,New Market,Afternoon (2:00 PM – 4:30 PM),355,Sunny,Entry Point,Low
1/5/2024,Friday,New Market,Evening Rush (4:30 PM – 8:00 PM),281,Cloudy,Flyover,Low
1/5/2024,Friday,New Market,Night (8:00 PM – 11:00 PM),173,Rainy,Arterial Road,Medium
1/5/2024,Friday,New Market,Late Night (11:00 PM – 5:00 AM),422,Sunny,Arterial Road,Low
1/5/2024,Friday,Dhanmondi,Early Morning (5:00 AM – 7:30 AM),445,Sunny,Entry Point,High
1/5/2024,Friday,Dhanmondi,Morning Rush (7:30 AM – 10:30 AM),250,Sunny,Residential Street,High
1/5/2024,Friday,Dhanmondi,Midday (10:30 AM – 2:00 PM),194,Sunny,Arterial Road,Low
1/5/2024,Friday,Dhanmondi,Afternoon (2:00 PM – 4:30 PM),137,Sunny,Flyover,High
1/5/2024,Friday,Dhanmondi,Evening Rush (4:30 PM – 8:00 PM),161,Rainy,Arterial Road,Low
1/5/2024,Friday,Dhanmondi,Night (8:00 PM – 11:00 PM),374,Sunny,Commercial Street,Medium
1/5/2024,Friday,Dhanmondi,Late Night (11:00 PM – 5:00 AM),174,Sunny,Residential Street,Medium
1/5/2024,Friday,Paltan,Early Morning (5:00 AM – 7:30 AM),248,Rainy,Arterial Road,High
1/5/2024,Friday,Paltan,Morning Rush (7:30 AM – 10:30 AM),356,Sunny,Residential Street,High
1/5/2024,Friday,Paltan,Midday (10:30 AM – 2:00 PM),483,Sunny,Entry Point,Medium
1/5/2024,Friday,Paltan,Afternoon (2:00 PM – 4:30 PM),495,Rainy,Flyover,Low
1/5/2024,Friday,Paltan,Evening Rush (4:30 PM – 8:00 PM),263,Cloudy,Entry Point,High
1/5/2024,Friday,Paltan,Night (8:00 PM – 11:00 PM),178,Rainy,Arterial Road,Medium
1/5/2024,Friday,Paltan,Late Night (11:00 PM – 5:00 AM),386,Sunny,Highway,Medium
1/5/2024,Friday,Malibagh,Early Morning (5:00 AM – 7:30 AM),274,Cloudy,Highway,Low
1/5/2024,Friday,Malibagh,Morning Rush (7:30 AM – 10:30 AM),328,Sunny,Highway,High
1/5/2024,Friday,Malibagh,Midday (10:30 AM – 2:00 PM),476,Rainy,Residential Street,Low
1/5/2024,Friday,Malibagh,Afternoon (2:00 PM – 4:30 PM),143,Sunny,Entry Point,High
1/5/2024,Friday,Malibagh,Evening Rush (4:30 PM – 8:00 PM),323,Cloudy,Residential Street,Low
1/5/2024,Friday,Malibagh,Night (8:00 PM – 11:00 PM),128,Rainy,Residential Street,High
1/5/2024,Friday,Malibagh,Late Night (11:00 PM – 5:00 AM),321,Rainy,Residential Street,High
1/5/2024,Friday,Keraniganj,Early Morning (5:00 AM – 7:30 AM),438,Rainy,Highway,Medium
1/5/2024,Friday,Keraniganj,Morning Rush (7:30 AM – 10:30 AM),387,Cloudy,Entry Point,High
1/5/2024,Friday,Keraniganj,Midday (10:30 AM – 2:00 PM),117,Sunny,Residential Street,High
1/5/2024,Friday,Keraniganj,Afternoon (2:00 PM – 4:30 PM),388,Sunny,Arterial Road,Medium
1/5/2024,Friday,Keraniganj,Evening Rush (4:30 PM – 8:00 PM),394,Rainy,Arterial Road,Medium
1/5/2024,Friday,Keraniganj,Night (8:00 PM – 11:00 PM),432,Rainy,Flyover,Medium
1/5/2024,Friday,Keraniganj,Late Night (11:00 PM – 5:00 AM),129,Sunny,Arterial Road,Medium
1/5/2024,Friday,Tongi,Early Morning (5:00 AM – 7:30 AM),271,Rainy,Entry Point,Medium
1/5/2024,Friday,Tongi,Morning Rush (7:30 AM – 10:30 AM),113,Rainy,Highway,Low
1/5/2024,Friday,Tongi,Midday (10:30 AM – 2:00 PM),103,Sunny,Arterial Road,Low
1/5/2024,Friday,Tongi,Afternoon (2:00 PM – 4:30 PM),172,Rainy,Entry Point,Medium
1/5/2024,Friday,Tongi,Evening Rush (4:30 PM – 8:00 PM),327,Rainy,Residential Street,High
1/5/2024,Friday,Tongi,Night (8:00 PM – 11:00 PM),341,Sunny,Flyover,High
1/5/2024,Friday,Tongi,Late Night (11:00 PM – 5:00 AM),371,Rainy,Highway,High
1/5/2024,Friday,Savar Entry Point,Early Morning (5:00 AM – 7:30 AM),312,Sunny,Arterial Road,Medium
1/5/2024,Friday,Savar Entry Point,Morning Rush (7:30 AM – 10:30 AM),380,Sunny,Highway,Low
1/5/2024,Friday,Savar Entry Point,Midday (10:30 AM – 2:00 PM),374,Cloudy,Flyover,Medium
1/5/2024,Friday,Savar Entry Point,Afternoon (2:00 PM – 4:30 PM),381,Rainy,Commercial Street,Medium
1/5/2024,Friday,Savar Entry Point,Evening Rush (4:30 PM – 8:00 PM),244,Rainy,Flyover,High
1/5/2024,Friday,Savar Entry Point,Night (8:00 PM – 11:00 PM),362,Cloudy,Flyover,Medium
1/5/2024,Friday,Savar Entry Point,Late Night (11:00 PM – 5:00 AM),414,Rainy,Residential Street,High
1/5/2024,Friday,Ashulia,Early Morning (5:00 AM – 7:30 AM),467,Cloudy,Highway,Medium
1/5/2024,Friday,Ashulia,Morning Rush (7:30 AM – 10:30 AM),390,Sunny,Commercial Street,Low
1/5/2024,Friday,Ashulia,Midday (10:30 AM – 2:00 PM),479,Rainy,Highway,High
1/5/2024,Friday,Ashulia,Afternoon (2:00 PM – 4:30 PM),488,Cloudy,Entry Point,Medium
1/5/2024,Friday,Ashulia,Evening Rush (4:30 PM – 8:00 PM),283,Rainy,Commercial Street,High
1/5/2024,Friday,Ashulia,Night (8:00 PM – 11:00 PM),207,Cloudy,Highway,Medium
1/5/2024,Friday,Ashulia,Late Night (11:00 PM – 5:00 AM),331,Rainy,Commercial Street,Medium
1/5/2024,Friday,Pragati Sarani,Early Morning (5:00 AM – 7:30 AM),154,Sunny,Flyover,Medium
1/5/2024,Friday,Pragati Sarani,Morning Rush (7:30 AM – 10:30 AM),179,Cloudy,Entry Point,High
1/5/2024,Friday,Pragati Sarani,Midday (10:30 AM – 2:00 PM),225,Sunny,Residential Street,Medium
1/5/2024,Friday,Pragati Sarani,Afternoon (2:00 PM – 4:30 PM),234,Cloudy,Flyover,Medium
1/5/2024,Friday,Pragati Sarani,Evening Rush (4:30 PM – 8:00 PM),319,Rainy,Entry Point,High
1/5/2024,Friday,Pragati Sarani,Night (8:00 PM – 11:00 PM),281,Cloudy,Commercial Street,Medium
1/5/2024,Friday,Pragati Sarani,Late Night (11:00 PM – 5:00 AM),306,Rainy,Commercial Street,Low
1/6/2024,Saturday,Farmgate,Early Morning (5:00 AM – 7:30 AM),324,Cloudy,Entry Point,High
1/6/2024,Saturday,Farmgate,Morning Rush (7:30 AM – 10:30 AM),347,Cloudy,Arterial Road,High
1/6/2024,Saturday,Farmgate,Midday (10:30 AM – 2:00 PM),403,Cloudy,Highway,Low
1/6/2024,Saturday,Farmgate,Afternoon (2:00 PM – 4:30 PM),298,Cloudy,Highway,Low
1/6/2024,Saturday,Farmgate,Evening Rush (4:30 PM – 8:00 PM),173,Cloudy,Residential Street,High
1/6/2024,Saturday,Farmgate,Night (8:00 PM – 11:00 PM),156,Cloudy,Commercial Street,Medium
1/6/2024,Saturday,Farmgate,Late Night (11:00 PM – 5:00 AM),497,Sunny,Arterial Road,High
1/6/2024,Saturday,Mohakhali,Early Morning (5:00 AM – 7:30 AM),463,Cloudy,Flyover,High
1/6/2024,Saturday,Mohakhali,Morning Rush (7:30 AM – 10:30 AM),332,Rainy,Commercial Street,Low
1/6/2024,Saturday,Mohakhali,Midday (10:30 AM – 2:00 PM),273,Rainy,Flyover,High
1/6/2024,Saturday,Mohakhali,Afternoon (2:00 PM – 4:30 PM),318,Cloudy,Arterial Road,Medium
1/6/2024,Saturday,Mohakhali,Evening Rush (4:30 PM – 8:00 PM),162,Sunny,Entry Point,Low
1/6/2024,Saturday,Mohakhali,Night (8:00 PM – 11:00 PM),308,Sunny,Flyover,Low
1/6/2024,Saturday,Mohakhali,Late Night (11:00 PM – 5:00 AM),188,Rainy,Highway,Low
1/6/2024,Saturday,Gulshan-2,Early Morning (5:00 AM – 7:30 AM),305,Rainy,Commercial Street,High
1/6/2024,Saturday,Gulshan-2,Morning Rush (7:30 AM – 10:30 AM),294,Rainy,Flyover,Low
1/6/2024,Saturday,Gulshan-2,Midday (10:30 AM – 2:00 PM),169,Cloudy,Arterial Road,Medium
1/6/2024,Saturday,Gulshan-2,Afternoon (2:00 PM – 4:30 PM),456,Cloudy,Residential Street,High
1/6/2024,Saturday,Gulshan-2,Evening Rush (4:30 PM – 8:00 PM),295,Sunny,Highway,Medium
1/6/2024,Saturday,Gulshan-2,Night (8:00 PM – 11:00 PM),228,Rainy,Flyover,Medium
1/6/2024,Saturday,Gulshan-2,Late Night (11:00 PM – 5:00 AM),222,Rainy,Residential Street,High
1/6/2024,Saturday,Jatrabari,Early Morning (5:00 AM – 7:30 AM),294,Cloudy,Residential Street,Medium
1/6/2024,Saturday,Jatrabari,Morning Rush (7:30 AM – 10:30 AM),168,Sunny,Arterial Road,Medium
1/6/2024,Saturday,Jatrabari,Midday (10:30 AM – 2:00 PM),239,Sunny,Entry Point,High
1/6/2024,Saturday,Jatrabari,Afternoon (2:00 PM – 4:30 PM),412,Sunny,Commercial Street,High
1/6/2024,Saturday,Jatrabari,Evening Rush (4:30 PM – 8:00 PM),400,Rainy,Highway,Low
1/6/2024,Saturday,Jatrabari,Night (8:00 PM – 11:00 PM),230,Sunny,Commercial Street,Medium
1/6/2024,Saturday,Jatrabari,Late Night (11:00 PM – 5:00 AM),254,Rainy,Residential Street,Medium
1/6/2024,Saturday,Uttara Sector 7,Early Morning (5:00 AM – 7:30 AM),312,Cloudy,Entry Point,High
1/6/2024,Saturday,Uttara Sector 7,Morning Rush (7:30 AM – 10:30 AM),140,Cloudy,Highway,High
1/6/2024,Saturday,Uttara Sector 7,Midday (10:30 AM – 2:00 PM),384,Rainy,Entry Point,Low
1/6/2024,Saturday,Uttara Sector 7,Afternoon (2:00 PM – 4:30 PM),214,Sunny,Entry Point,High
1/6/2024,Saturday,Uttara Sector 7,Evening Rush (4:30 PM – 8:00 PM),203,Sunny,Arterial Road,High
1/6/2024,Saturday,Uttara Sector 7,Night (8:00 PM – 11:00 PM),106,Sunny,Commercial Street,Medium
1/6/2024,Saturday,Uttara Sector 7,Late Night (11:00 PM – 5:00 AM),267,Cloudy,Flyover,High
1/6/2024,Saturday,Motijheel,Early Morning (5:00 AM – 7:30 AM),388,Rainy,Arterial Road,High
1/6/2024,Saturday,Motijheel,Morning Rush (7:30 AM – 10:30 AM),229,Sunny,Highway,High
1/6/2024,Saturday,Motijheel,Midday (10:30 AM – 2:00 PM),430,Rainy,Entry Point,Medium
1/6/2024,Saturday,Motijheel,Afternoon (2:00 PM – 4:30 PM),486,Sunny,Arterial Road,High
1/6/2024,Saturday,Motijheel,Evening Rush (4:30 PM – 8:00 PM),203,Rainy,Highway,Low
1/6/2024,Saturday,Motijheel,Night (8:00 PM – 11:00 PM),115,Rainy,Arterial Road,Low
1/6/2024,Saturday,Motijheel,Late Night (11:00 PM – 5:00 AM),221,Rainy,Flyover,High
1/6/2024,Saturday,Shahbagh,Early Morning (5:00 AM – 7:30 AM),248,Rainy,Residential Street,High
1/6/2024,Saturday,Shahbagh,Morning Rush (7:30 AM – 10:30 AM),342,Sunny,Entry Point,Medium
1/6/2024,Saturday,Shahbagh,Midday (10:30 AM – 2:00 PM),493,Rainy,Residential Street,High
1/6/2024,Saturday,Shahbagh,Afternoon (2:00 PM – 4:30 PM),108,Sunny,Arterial Road,Low
1/6/2024,Saturday,Shahbagh,Evening Rush (4:30 PM – 8:00 PM),411,Cloudy,Entry Point,Medium
1/6/2024,Saturday,Shahbagh,Night (8:00 PM – 11:00 PM),386,Sunny,Residential Street,High
1/6/2024,Saturday,Shahbagh,Late Night (11:00 PM – 5:00 AM),316,Cloudy,Residential Street,Medium
1/6/2024,Saturday,Mirpur-10,Early Morning (5:00 AM – 7:30 AM),192,Rainy,Highway,Low
1/6/2024,Saturday,Mirpur-10,Morning Rush (7:30 AM – 10:30 AM),322,Sunny,Entry Point,Low
1/6/2024,Saturday,Mirpur-10,Midday (10:30 AM – 2:00 PM),104,Rainy,Arterial Road,Medium
1/6/2024,Saturday,Mirpur-10,Afternoon (2:00 PM – 4:30 PM),405,Sunny,Residential Street,Medium
1/6/2024,Saturday,Mirpur-10,Evening Rush (4:30 PM – 8:00 PM),334,Cloudy,Entry Point,Medium
1/6/2024,Saturday,Mirpur-10,Night (8:00 PM – 11:00 PM),195,Rainy,Commercial Street,Low
1/6/2024,Saturday,Mirpur-10,Late Night (11:00 PM – 5:00 AM),221,Cloudy,Entry Point,High
1/6/2024,Saturday,Gabtoli,Early Morning (5:00 AM – 7:30 AM),377,Sunny,Entry Point,Medium
1/6/2024,Saturday,Gabtoli,Morning Rush (7:30 AM – 10:30 AM),439,Rainy,Highway,High
1/6/2024,Saturday,Gabtoli,Midday (10:30 AM – 2:00 PM),368,Cloudy,Highway,Low
1/6/2024,Saturday,Gabtoli,Afternoon (2:00 PM – 4:30 PM),137,Cloudy,Commercial Street,Low
1/6/2024,Saturday,Gabtoli,Evening Rush (4:30 PM – 8:00 PM),409,Cloudy,Entry Point,Low
1/6/2024,Saturday,Gabtoli,Night (8:00 PM – 11:00 PM),482,Sunny,Highway,Low
1/6/2024,Saturday,Gabtoli,Late Night (11:00 PM – 5:00 AM),399,Cloudy,Highway,Low
1/6/2024,Saturday,Rampura,Early Morning (5:00 AM – 7:30 AM),122,Cloudy,Entry Point,Low
1/6/2024,Saturday,Rampura,Morning Rush (7:30 AM – 10:30 AM),239,Sunny,Flyover,High
1/6/2024,Saturday,Rampura,Midday (10:30 AM – 2:00 PM),389,Rainy,Arterial Road,Low
1/6/2024,Saturday,Rampura,Afternoon (2:00 PM – 4:30 PM),341,Rainy,Residential Street,Medium
1/6/2024,Saturday,Rampura,Evening Rush (4:30 PM – 8:00 PM),142,Sunny,Entry Point,High
1/6/2024,Saturday,Rampura,Night (8:00 PM – 11:00 PM),474,Rainy,Entry Point,Medium
1/6/2024,Saturday,Rampura,Late Night (11:00 PM – 5:00 AM),292,Rainy,Highway,Low
1/6/2024,Saturday,Tejgaon,Early Morning (5:00 AM – 7:30 AM),353,Rainy,Highway,Medium
1/6/2024,Saturday,Tejgaon,Morning Rush (7:30 AM – 10:30 AM),296,Rainy,Residential Street,Medium
1/6/2024,Saturday,Tejgaon,Midday (10:30 AM – 2:00 PM),263,Rainy,Entry Point,Medium
1/6/2024,Saturday,Tejgaon,Afternoon (2:00 PM – 4:30 PM),465,Sunny,Residential Street,Medium
1/6/2024,Saturday,Tejgaon,Evening Rush (4:30 PM – 8:00 PM),100,Rainy,Entry Point,Low
1/6/2024,Saturday,Tejgaon,Night (8:00 PM – 11:00 PM),255,Sunny,Arterial Road,High
1/6/2024,Saturday,Tejgaon,Late Night (11:00 PM – 5:00 AM),293,Cloudy,Entry Point,Low
1/6/2024,Saturday,New Market,Early Morning (5:00 AM – 7:30 AM),313,Sunny,Entry Point,High
1/6/2024,Saturday,New Market,Morning Rush (7:30 AM – 10:30 AM),143,Rainy,Commercial Street,Low
1/6/2024,Saturday,New Market,Midday (10:30 AM – 2:00 PM),153,Sunny,Residential Street,Low
1/6/2024,Saturday,New Market,Afternoon (2:00 PM – 4:30 PM),414,Rainy,Residential Street,High
