Date,Day of the Week,Location,Time Group,Vehicle Count,Weather Conditions,Road Type,Congestion Level
1/6/2024,Saturday,New Market,Evening Rush (4:30 PM – 8:00 PM),406,Rainy,Arterial Road,Low
1/6/2024,Saturday,New Market,Night (8:00 PM – 11:00 PM),210,Sunny,Entry Point,High
1/6/2024,Saturday,New Market,Late Night (11:00 PM – 5:00 AM),378,Sunny,Residential Street,High
1/6/2024,Saturday,Dhanmondi,Early Morning (5:00 AM – 7:30 AM),412,Sunny,Flyover,High
1/6/2024,Saturday,Dhanmondi,Morning Rush (7:30 AM – 10:30 AM),244,Cloudy,Flyover,High
1/6/2024,Saturday,Dhanmondi,Midday (10:30 AM – 2:00 PM),229,Sunny,Flyover,Low
1/6/2024,Saturday,Dhanmondi,Afternoon (2:00 PM – 4:30 PM),491,Sunny,Highway,Medium
1/6/2024,Saturday,Dhanmondi,Evening Rush (4:30 PM – 8:00 PM),401,Cloudy,Arterial Road,Medium
1/6/2024,Saturday,Dhanmondi,Night (8:00 PM – 11:00 PM),391,Cloudy,Highway,Low
1/6/2024,Saturday,Dhanmondi,Late Night (11:00 PM – 5:00 AM),323,Rainy,Flyover,High
1/6/2024,Saturday,Paltan,Early Morning (5:00 AM – 7:30 AM),376,Cloudy,Commercial Street,High
1/6/2024,Saturday,Paltan,Morning Rush (7:30 AM – 10:30 AM),290,Rainy,Highway,Medium
1/6/2024,Saturday,Paltan,Midday (10:30 AM – 2:00 PM),215,Cloudy,Residential Street,Medium
1/6/2024,Saturday,Paltan,Afternoon (2:00 PM – 4:30 PM),472,Sunny,Highway,Medium
1/6/2024,Saturday,Paltan,Evening Rush (4:30 PM – 8:00 PM),246,Sunny,Arterial Road,Medium
1/6/2024,Saturday,Paltan,Night (8:00 PM – 11:00 PM),284,Rainy,Commercial Street,Medium
1/6/2024,Saturday,Paltan,Late Night (11:00 PM – 5:00 AM),249,Cloudy,Arterial Road,High
1/6/2024,Saturday,Malibagh,Early Morning (5:00 AM – 7:30 AM),350,Rainy,Commercial Street,High
1/6/2024,Saturday,Malibagh,Morning Rush (7:30 AM – 10:30 AM),152,Sunny,Commercial Street,Medium
1/6/2024,Saturday,Malibagh,Midday (10:30 AM – 2:00 PM),497,Cloudy,Entry Point,High
1/6/2024,Saturday,Malibagh,Afternoon (2:00 PM – 4:30 PM),194,Sunny,Highway,Medium
1/6/2024,Saturday,Malibagh,Evening Rush (4:30 PM – 8:00 PM),259,Cloudy,Residential Street,Low
1/6/2024,Saturday,Malibagh,Night (8:00 PM – 11:00 PM),273,Sunny,Residential Street,Low
1/6/2024,Saturday,Malibagh,Late Night (11:00 PM – 5:00 AM),332,Cloudy,Commercial Street,Low
1/6/2024,Saturday,Keraniganj,Early Morning (5:00 AM – 7:30 AM),341,Cloudy,Arterial Road,High
1/6/2024,Saturday,Keraniganj,Morning Rush (7:30 AM – 10:30 AM),299,Rainy,Residential Street,High
1/6/2024,Saturday,Keraniganj,Midday (10:30 AM – 2:00 PM),218,Cloudy,Highway,Low
1/6/2024,Saturday,Keraniganj,Afternoon (2:00 PM – 4:30 PM),245,Cloudy,Highway,High
1/6/2024,Saturday,Keraniganj,Evening Rush (4:30 PM – 8:00 PM),407,Sunny,Residential Street,Medium
1/6/2024,Saturday,Keraniganj,Night (8:00 PM – 11:00 PM),322,Sunny,Flyover,High
1/6/2024,Saturday,Keraniganj,Late Night (11:00 PM – 5:00 AM),274,Cloudy,Flyover,Medium
1/6/2024,Saturday,Tongi,Early Morning (5:00 AM – 7:30 AM),444,Cloudy,Residential Street,Low
1/6/2024,Saturday,Tongi,Morning Rush (7:30 AM – 10:30 AM),204,Cloudy,Commercial Street,High
1/6/2024,Saturday,Tongi,Midday (10:30 AM – 2:00 PM),213,Rainy,Arterial Road,High
1/6/2024,Saturday,Tongi,Afternoon (2:00 PM – 4:30 PM),487,Sunny,Arterial Road,Low
1/6/2024,Saturday,Tongi,Evening Rush (4:30 PM – 8:00 PM),462,Cloudy,Arterial Road,Low
1/6/2024,Saturday,Tongi,Night (8:00 PM – 11:00 PM),112,Rainy,Residential Street,High
1/6/2024,Saturday,Tongi,Late Night (11:00 PM – 5:00 AM),195,Sunny,Commercial Street,Low
1/6/2024,Saturday,Savar Entry Point,Early Morning (5:00 AM – 7:30 AM),200,Rainy,Commercial Street,Medium
1/6/2024,Saturday,Savar Entry Point,Morning Rush (7:30 AM – 10:30 AM),380,Rainy,Residential Street,High
1/6/2024,Saturday,Savar Entry Point,Midday (10:30 AM – 2:00 PM),371,Rainy,Arterial Road,Low
1/6/2024,Saturday,Savar Entry Point,Afternoon (2:00 PM – 4:30 PM),226,Rainy,Arterial Road,High
1/6/2024,Saturday,Savar Entry Point,Evening Rush (4:30 PM – 8:00 PM),262,Sunny,Entry Point,Low
1/6/2024,Saturday,Savar Entry Point,Night (8:00 PM – 11:00 PM),186,Cloudy,Flyover,Medium
1/6/2024,Saturday,Savar Entry Point,Late Night (11:00 PM – 5:00 AM),393,Cloudy,Residential Street,High
1/6/2024,Saturday,Ashulia,Early Morning (5:00 AM – 7:30 AM),230,Sunny,Residential Street,High
1/6/2024,Saturday,Ashulia,Morning Rush (7:30 AM – 10:30 AM),477,Rainy,Entry Point,Medium
1/6/2024,Saturday,Ashulia,Midday (10:30 AM – 2:00 PM),159,Sunny,Entry Point,Low
1/6/2024,Saturday,Ashulia,Afternoon (2:00 PM – 4:30 PM),183,Sunny,Commercial Street,Medium
1/6/2024,Saturday,Ashulia,Evening Rush (4:30 PM – 8:00 PM),116,Cloudy,Residential Street,Low
1/6/2024,Saturday,Ashulia,Night (8:00 PM – 11:00 PM),167,Sunny,Flyover,Low
1/6/2024,Saturday,Ashulia,Late Night (11:00 PM – 5:00 AM),219,Sunny,Entry Point,Low
1/6/2024,Saturday,Pragati Sarani,Early Morning (5:00 AM – 7:30 AM),450,Cloudy,Entry Point,Medium
1/6/2024,Saturday,Pragati Sarani,Morning Rush (7:30 AM – 10:30 AM),429,Sunny,Commercial Street,Low
1/6/2024,Saturday,Pragati Sarani,Midday (10:30 AM – 2:00 PM),164,Sunny,Highway,Low
1/6/2024,Saturday,Pragati Sarani,Afternoon (2:00 PM – 4:30 PM),272,Cloudy,Flyover,Low
1/6/2024,Saturday,Pragati Sarani,Evening Rush (4:30 PM – 8:00 PM),177,Cloudy,Arterial Road,Medium
1/6/2024,Saturday,Pragati Sarani,Night (8:00 PM – 11:00 PM),485,Sunny,Flyover,High
1/6/2024,Saturday,Pragati Sarani,Late Night (11:00 PM – 5:00 AM),260,Rainy,Highway,Medium
1/7/2024,Sunday,Farmgate,Early Morning (5:00 AM – 7:30 AM),186,Sunny,Highway,High
1/7/2024,Sunday,Farmgate,Morning Rush (7:30 AM – 10:30 AM),141,Cloudy,Flyover,Medium
1/7/2024,Sunday,Farmgate,Midday (10:30 AM – 2:00 PM),380,Rainy,Flyover,Low
1/7/2024,Sunday,Farmgate,Afternoon (2:00 PM – 4:30 PM),274,Cloudy,Highway,Low
1/7/2024,Sunday,Farmgate,Evening Rush (4:30 PM – 8:00 PM),477,Sunny,Highway,Low
1/7/2024,Sunday,Farmgate,Night (8:00 PM – 11:00 PM),142,Cloudy,Entry Point,Low
1/7/2024,Sunday,Farmgate,Late Night (11:00 PM – 5:00 AM),261,Cloudy,Commercial Street,High
1/7/2024,Sunday,Mohakhali,Early Morning (5:00 AM – 7:30 AM),225,Cloudy,Highway,High
1/7/2024,Sunday,Mohakhali,Morning Rush (7:30 AM – 10:30 AM),476,Sunny,Highway,High
1/7/2024,Sunday,Mohakhali,Midday (10:30 AM – 2:00 PM),497,Rainy,Highway,High
1/7/2024,Sunday,Mohakhali,Afternoon (2:00 PM – 4:30 PM),416,Sunny,Entry Point,Medium
1/7/2024,Sunday,Mohakhali,Evening Rush (4:30 PM – 8:00 PM),114,Cloudy,Arterial Road,Medium
1/7/2024,Sunday,Mohakhali,Night (8:00 PM – 11:00 PM),319,Sunny,Residential Street,Medium
1/7/2024,Sunday,Mohakhali,Late Night (11:00 PM – 5:00 AM),436,Rainy,Arterial Road,Low
1/7/2024,Sunday,Gulshan-2,Early Morning (5:00 AM – 7:30 AM),491,Sunny,Residential Street,Medium
1/7/2024,Sunday,Gulshan-2,Morning Rush (7:30 AM – 10:30 AM),141,Cloudy,Arterial Road,Low
1/7/2024,Sunday,Gulshan-2,Midday (10:30 AM – 2:00 PM),275,Rainy,Flyover,High
1/7/2024,Sunday,Gulshan-2,Afternoon (2:00 PM – 4:30 PM),232,Cloudy,Highway,High
1/7/2024,Sunday,Gulshan-2,Evening Rush (4:30 PM – 8:00 PM),196,Sunny,Commercial Street,Medium
1/7/2024,Sunday,Gulshan-2,Night (8:00 PM – 11:00 PM),358,Sunny,Commercial Street,Medium
1/7/2024,Sunday,Gulshan-2,Late Night (11:00 PM – 5:00 AM),172,Cloudy,Commercial Street,Low
1/7/2024,Sunday,Jatrabari,Early Morning (5:00 AM – 7:30 AM),367,Sunny,Highway,Low
1/7/2024,Sunday,Jatrabari,Morning Rush (7:30 AM – 10:30 AM),134,Sunny,Arterial Road,Low
1/7/2024,Sunday,Jatrabari,Midday (10:30 AM – 2:00 PM),274,Rainy,Flyover,Low
1/7/2024,Sunday,Jatrabari,Afternoon (2:00 PM – 4:30 PM),447,Rainy,Arterial Road,Low
1/7/2024,Sunday,Jatrabari,Evening Rush (4:30 PM – 8:00 PM),159,Cloudy,Residential Street,Low
1/7/2024,Sunday,Jatrabari,Night (8:00 PM – 11:00 PM),392,Cloudy,Arterial Road,Medium
1/7/2024,Sunday,Jatrabari,Late Night (11:00 PM – 5:00 AM),358,Cloudy,Flyover,High
1/7/2024,Sunday,Uttara Sector 7,Early Morning (5:00 AM – 7:30 AM),296,Cloudy,Arterial Road,Medium
1/7/2024,Sunday,Uttara Sector 7,Morning Rush (7:30 AM – 10:30 AM),278,Cloudy,Highway,Low
1/7/2024,Sunday,Uttara Sector 7,Midday (10:30 AM – 2:00 PM),102,Cloudy,Commercial Street,Medium
1/7/2024,Sunday,Uttara Sector 7,Afternoon (2:00 PM – 4:30 PM),228,Rainy,Commercial Street,Low
1/7/2024,Sunday,Uttara Sector 7,Evening Rush (4:30 PM – 8:00 PM),160,Rainy,Entry Point,Low
1/7/2024,Sunday,Uttara Sector 7,Night (8:00 PM – 11:00 PM),420,Sunny,Flyover,Medium
1/7/2024,Sunday,Uttara Sector 7,Late Night (11:00 PM – 5:00 AM),408,Cloudy,Arterial Road,High
1/7/2024,Sunday,Motijheel,Early Morning (5:00 AM – 7:30 AM),478,Rainy,Commercial Street,Medium
1/7/2024,Sunday,Motijheel,Morning Rush (7:30 AM – 10:30 AM),458,Sunny,Highway,Medium
1/7/2024,Sunday,Motijheel,Midday (10:30 AM – 2:00 PM),450,Cloudy,Entry Point,Medium
1/7/2024,Sunday,Motijheel,Afternoon (2:00 PM – 4:30 PM),237,Cloudy,Commercial Street,Low
1/7/2024,Sunday,Motijheel,Evening Rush (4:30 PM – 8:00 PM),368,Cloudy,Arterial Road,Medium
1/7/2024,Sunday,Motijheel,Night (8:00 PM – 11:00 PM),448,Rainy,Residential Street,Medium
1/7/2024,Sunday,Motijheel,Late Night (11:00 PM – 5:00 AM),185,Cloudy,Residential Street,Medium
1/7/2024,Sunday,Shahbagh,Early Morning (5:00 AM – 7:30 AM),120,Rainy,Entry Point,Low
1/7/2024,Sunday,Shahbagh,Morning Rush (7:30 AM – 10:30 AM),207,Cloudy,Highway,Low
1/7/2024,Sunday,Shahbagh,Midday (10:30 AM – 2:00 PM),381,Rainy,Highway,Low
1/7/2024,Sunday,Shahbagh,Afternoon (2:00 PM – 4:30 PM),108,Sunny,Highway,Low
1/7/2024,Sunday,Shahbagh,Evening Rush (4:30 PM – 8:00 PM),355,Cloudy,Flyover,Low
1/7/2024,Sunday,Shahbagh,Night (8:00 PM – 11:00 PM),349,Sunny,Highway,Low
1/7/2024,Sunday,Shahbagh,Late Night (11:00 PM – 5:00 AM),304,Cloudy,Highway,Low
1/7/2024,Sunday,Mirpur-10,Early Morning (5:00 AM – 7:30 AM),445,Rainy,Residential Street,High
1/7/2024,Sunday,Mirpur-10,Morning Rush (7:30 AM – 10:30 AM),405,Sunny,Entry Point,High
1/7/2024,Sunday,Mirpur-10,Midday (10:30 AM – 2:00 PM),259,Cloudy,Flyover,Low
1/7/2024,Sunday,Mirpur-10,Afternoon (2:00 PM – 4:30 PM),120,Rainy,Arterial Road,Low
1/7/2024,Sunday,Mirpur-10,Evening Rush (4:30 PM – 8:00 PM),161,Rainy,Flyover,Medium
1/7/2024,Sunday,Mirpur-10,Night (8:00 PM – 11:00 PM),170,Rainy,Commercial Street,Medium
1/7/2024,Sunday,Mirpur-10,Late Night (11:00 PM – 5:00 AM),463,Rainy,Entry Point,Low
1/7/2024,Sunday,Gabtoli,Early Morning (5:00 AM – 7:30 AM),313,Cloudy,Flyover,High
1/7/2024,Sunday,Gabtoli,Morning Rush (7:30 AM – 10:30 AM),455,Sunny,Commercial Street,Low
1/7/2024,Sunday,Gabtoli,Midday (10:30 AM – 2:00 PM),176,Sunny,Flyover,Medium
1/7/2024,Sunday,Gabtoli,Afternoon (2:00 PM – 4:30 PM),500,Sunny,Arterial Road,High
1/7/2024,Sunday,Gabtoli,Evening Rush (4:30 PM – 8:00 PM),334,Sunny,Commercial Street,High
1/7/2024,Sunday,Gabtoli,Night (8:00 PM – 11:00 PM),318,Sunny,Commercial Street,High
1/7/2024,Sunday,Gabtoli,Late Night (11:00 PM – 5:00 AM),107,Cloudy,Arterial Road,Medium
1/7/2024,Sunday,Rampura,Early Morning (5:00 AM – 7:30 AM),211,Sunny,Flyover,Medium
1/7/2024,Sunday,Rampura,Morning Rush (7:30 AM – 10:30 AM),156,Cloudy,Flyover,Low
1/7/2024,Sunday,Rampura,Midday (10:30 AM – 2:00 PM),379,Cloudy,Commercial Street,Medium
1/7/2024,Sunday,Rampura,Afternoon (2:00 PM – 4:30 PM),267,Rainy,Entry Point,High
1/7/2024,Sunday,Rampura,Evening Rush (4:30 PM – 8:00 PM),370,Cloudy,Highway,Medium
1/7/2024,Sunday,Rampura,Night (8:00 PM – 11:00 PM),263,Cloudy,Arterial Road,Medium
1/7/2024,Sunday,Rampura,Late Night (11:00 PM – 5:00 AM),218,Cloudy,Commercial Street,Low
1/7/2024,Sunday,Tejgaon,Early Morning (5:00 AM – 7:30 AM),221,Rainy,Residential Street,Low
1/7/2024,Sunday,Tejgaon,Morning Rush (7:30 AM – 10:30 AM),486,Cloudy,Highway,Medium
1/7/2024,Sunday,Tejgaon,Midday (10:30 AM – 2:00 PM),460,Sunny,Arterial Road,Medium
1/7/2024,Sunday,Tejgaon,Afternoon (2:00 PM – 4:30 PM),254,Sunny,Entry Point,Medium
1/7/2024,Sunday,Tejgaon,Evening Rush (4:30 PM – 8:00 PM),458,Sunny,Flyover,Medium
1/7/2024,Sunday,Tejgaon,Night (8:00 PM – 11:00 PM),126,Rainy,Highway,Low
1/7/2024,Sunday,Tejgaon,Late Night (11:00 PM – 5:00 AM),465,Rainy,Residential Street,High
1/7/2024,Sunday,New Market,Early Morning (5:00 AM – 7:30 AM),139,Sunny,Commercial Street,Medium
1/7/2024,Sunday,New Market,Morning Rush (7:30 AM – 10:30 AM),345,Sunny,Commercial Street,Medium
1/7/2024,Sunday,New Market,Midday (10:30 AM – 2:00 PM),298,Cloudy,Flyover,High
1/7/2024,Sunday,New Market,Afternoon (2:00 PM – 4:30 PM),435,Cloudy,Entry Point,High
1/7/2024,Sunday,New Market,Evening Rush (4:30 PM – 8:00 PM),408,Rainy,Entry Point,High
1/7/2024,Sunday,New Market,Night (8:00 PM – 11:00 PM),430,Cloudy,Commercial Street,Low
1/7/2024,Sunday,New Market,Late Night (11:00 PM – 5:00 AM),283,Rainy,Entry Point,High
1/7/2024,Sunday,Dhanmondi,Early Morning (5:00 AM – 7:30 AM),277,Sunny,Arterial Road,High
1/7/2024,Sunday,Dhanmondi,Morning Rush (7:30 AM – 10:30 AM),350,Cloudy,Residential Street,High
1/7/2024,Sunday,Dhanmondi,Midday (10:30 AM – 2:00 PM),436,Rainy,Entry Point,High
1/7/2024,Sunday,Dhanmondi,Afternoon (2:00 PM – 4:30 PM),122,Rainy,Highway,High
1/7/2024,Sunday,Dhanmondi,Evening Rush (4:30 PM – 8:00 PM),216,Cloudy,Arterial Road,Low
1/7/2024,Sunday,Dhanmondi,Night (8:00 PM – 11:00 PM),371,Rainy,Arterial Road,Medium
1/7/2024,Sunday,Dhanmondi,Late Night (11:00 PM – 5:00 AM),412,Sunny,Flyover,Low
1/7/2024,Sunday,Paltan,Early Morning (5:00 AM – 7:30 AM),263,Sunny,Highway,High
1/7/2024,Sunday,Paltan,Morning Rush (7:30 AM – 10:30 AM),245,Sunny,Entry Point,Low
1/7/2024,Sunday,Paltan,Midday (10:30 AM – 2:00 PM),404,Cloudy,Entry Point,Medium
1/7/2024,Sunday,Paltan,Afternoon (2:00 PM – 4:30 PM),472,Rainy,Highway,High
1/7/2024,Sunday,Paltan,Evening Rush (4:30 PM – 8:00 PM),253,Rainy,Commercial Street,High
1/7/2024,Sunday,Paltan,Night (8:00 PM – 11:00 PM),423,Rainy,Flyover,Medium
1/7/2024,Sunday,Paltan,Late Night (11:00 PM – 5:00 AM),443,Rainy,Commercial Street,Low
1/7/2024,Sunday,Malibagh,Early Morning (5:00 AM – 7:30 AM),403,Sunny,Entry Point,Low
1/7/2024,Sunday,Malibagh,Morning Rush (7:30 AM – 10:30 AM),130,Sunny,Residential Street,Medium
1/7/2024,Sunday,Malibagh,Midday (10:30 AM – 2:00 PM),373,Rainy,Flyover,High
1/7/2024,Sunday,Malibagh,Afternoon (2:00 PM – 4:30 PM),399,Rainy,Commercial Street,Medium
1/7/2024,Sunday,Malibagh,Evening Rush (4:30 PM – 8:00 PM),331,Rainy,Residential Street,Low
1/7/2024,Sunday,Malibagh,Night (8:00 PM – 11:00 PM),169,Rainy,Arterial Road,High
1/7/2024,Sunday,Malibagh,Late Night (11:00 PM – 5:00 AM),430,Sunny,Entry Point,High
1/7/2024,Sunday,Keraniganj,Early Morning (5:00 AM – 7:30 AM),404,Cloudy,Residential Street,High
1/7/2024,Sunday,Keraniganj,Morning Rush (7:30 AM – 10:30 AM),215,Cloudy,Commercial Street,Medium
1/7/2024,Sunday,Keraniganj,Midday (10:30 AM – 2:00 PM),158,Sunny,Arterial Road,Low
1/7/2024,Sunday,Keraniganj,Afternoon (2:00 PM – 4:30 PM),164,Cloudy,Arterial Road,Medium
1/7/2024,Sunday,Keraniganj,Evening Rush (4:30 PM – 8:00 PM),300,Sunny,Flyover,Medium
1/7/2024,Sunday,Keraniganj,Night (8:00 PM – 11:00 PM),329,Rainy,Residential Street,Medium
1/7/2024,Sunday,Keraniganj,Late Night (11:00 PM – 5:00 AM),143,Sunny,Arterial Road,High
1/7/2024,Sunday,Tongi,Early Morning (5:00 AM – 7:30 AM),201,Sunny,Arterial Road,Low
1/7/2024,Sunday,Tongi,Morning Rush (7:30 AM – 10:30 AM),443,Sunny,Arterial Road,High
1/7/2024,Sunday,Tongi,Midday (10:30 AM – 2:00 PM),209,Cloudy,Flyover,Medium
1/7/2024,Sunday,Tongi,Afternoon (2:00 PM – 4:30 PM),249,Sunny,Entry Point,High
1/7/2024,Sunday,Tongi,Evening Rush (4:30 PM – 8:00 PM),235,Sunny,Flyover,Low
1/7/2024,Sunday,Tongi,Night (8:00 PM – 11:00 PM),227,Sunny,Residential Street,High
1/7/2024,Sunday,Tongi,Late Night (11:00 PM – 5:00 AM),327,Cloudy,Entry Point,Medium
1/7/2024,Sunday,Savar Entry Point,Early Morning (5:00 AM – 7:30 AM),174,Rainy,Entry Point,Low
1/7/2024,Sunday,Savar Entry Point,Morning Rush (7:30 AM – 10:30 AM),458,Rainy,Commercial Street,High
1/7/2024,Sunday,Savar Entry Point,Midday (10:30 AM – 2:00 PM),122,Cloudy,Residential Street,Medium
1/7/2024,Sunday,Savar Entry Point,Afternoon (2:00 PM – 4:30 PM),347,Sunny,Entry Point,Medium
1/7/2024,Sunday,Savar Entry Point,Evening Rush (4:30 PM – 8:00 PM),486,Sunny,Residential Street,Medium
1/7/2024,Sunday,Savar Entry Point,Night (8:00 PM – 11:00 PM),253,Rainy,Commercial Street,Medium
1/7/2024,Sunday,Savar Entry Point,Late Night (11:00 PM – 5:00 AM),420,Cloudy,Entry Point,Low
1/7/2024,Sunday,Ashulia,Early Morning (5:00 AM – 7:30 AM),103,Rainy,Flyover,Low
1/7/2024,Sunday,Ashulia,Morning Rush (7:30 AM – 10:30 AM),313,Cloudy,Residential Street,High
1/7/2024,Sunday,Ashulia,Midday (10:30 AM – 2:00 PM),313,Rainy,Highway,High
1/7/2024,Sunday,Ashulia,Afternoon (2:00 PM – 4:30 PM),452,Cloudy,Arterial Road,High
1/7/2024,Sunday,Ashulia,Evening Rush (4:30 PM – 8:00 PM),151,Rainy,Entry Point,Medium
1/7/2024,Sunday,Ashulia,Night (8:00 PM – 11:00 PM),337,Cloudy,Entry Point,Low
1/7/2024,Sunday,Ashulia,Late Night (11:00 PM – 5:00 AM),440,Sunny,Highway,High
1/7/2024,Sunday,Pragati Sarani,Early Morning (5:00 AM – 7:30 AM),166,Rainy,Highway,High
1/7/2024,Sunday,Pragati Sarani,Morning Rush (7:30 AM – 10:30 AM),449,Sunny,Highway,High
1/7/2024,Sunday,Pragati Sarani,Midday (10:30 AM – 2:00 PM),104,Sunny,Flyover,High
1/7/2024,Sunday,Pragati Sarani,Afternoon (2:00 PM – 4:30 PM),148,Cloudy,Flyover,Medium
1/7/2024,Sunday,Pragati Sarani,Evening Rush (4:30 PM – 8:00 PM),191,Cloudy,Highway,Medium
1/7/2024,Sunday,Pragati Sarani,Night (8:00 PM – 11:00 PM),357,Sunny,Commercial Street,High
1/7/2024,Sunday,Pragati Sarani,Late Night (11:00 PM – 5:00 AM),441,Cloudy,Residential Street,High
